序号,班级编号,班级名称,性别,身高_cm,体重_kg,BMI分数,体重分数,体重等级,肺活量_ml,肺活量分数,肺活量等级,50米跑_秒,50米跑分数,50米跑等级,坐位体前屈_cm,坐位体前屈分数,坐位体前屈等级,跳绳_个,跳绳分数,跳绳等级,跳绳附加分,标准分数,附加分,总分数,总分等级,性别_文字,BMI_计算
3280,2015101,小学2015级1班,1,143,48,23.5,80,超重,2136,78.0,及格,10.2,66.0,及格,12.3,85.0,良好,82.0,66.0,及格,,76.7,0,76.7,及格,男,23.47303046603746
3281,2015101,小学2015级1班,1,140,31,15.8,100,正常,1875,72.0,及格,10.5,62.0,及格,11.3,80.0,良好,40.0,,不及格,,72.2,0,72.2,及格,男,15.816326530612248
3282,2015101,小学2015级1班,1,142,29,14.4,100,正常,1887,72.0,及格,8.5,95.0,优秀,18.0,100.0,优秀,112.0,76.0,及格,,91.4,0,91.4,优秀,男,14.382067050188455
3283,2015101,小学2015级1班,1,161,57,22.0,80,超重,2433,80.0,良好,9.1,76.0,及格,9.6,80.0,良好,50.0,40.0,不及格,,73.0,0,73.0,及格,男,21.98989236526368
3284,2015101,小学2015级1班,1,137,34,18.1,100,正常,1982,74.0,及格,9.9,68.0,及格,19.6,100.0,优秀,90.0,68.0,及格,,83.7,0,83.7,良好,男,18.11497682348553
3285,2015101,小学2015级1班,1,150,37,16.4,100,正常,1915,72.0,及格,10.7,60.0,及格,11.3,80.0,良好,39.0,,不及格,,71.4,0,71.4,及格,男,16.444444444444443
3286,2015101,小学2015级1班,2,145,35,16.6,100,正常,2082,90.0,优秀,9.0,80.0,良好,19.0,95.0,优秀,133.0,80.0,良好,,91.5,0,91.5,优秀,女,16.646848989298455
3287,2015101,小学2015级1班,1,150,37,16.4,100,正常,2276,80.0,良好,9.0,78.0,及格,-5.0,30.0,不及格,78.0,66.0,及格,,75.6,0,75.6,及格,男,16.444444444444443
3288,2015101,小学2015级1班,2,152,31,13.4,80,低体重,1297,66.0,及格,9.3,78.0,及格,2.0,60.0,及格,77.0,64.0,及格,,67.9,0,67.9,及格,女,13.41759002770083
3289,2015101,小学2015级1班,1,136,31,16.8,100,正常,1271,50.0,不及格,9.3,74.0,及格,5.0,72.0,及格,112.0,76.0,及格,,77.7,0,77.7,及格,男,16.760380622837367
3290,2015101,小学2015级1班,1,147,40,18.5,100,正常,1847,72.0,及格,10.0,68.0,及格,7.0,76.0,及格,67.0,62.0,及格,,79.2,0,79.2,及格,男,18.510805682817345
3291,2015101,小学2015级1班,1,146,32,15.0,100,正常,2072,76.0,及格,10.0,68.0,及格,6.2,74.0,及格,74.0,64.0,及格,,77.2,0,77.2,及格,男,15.012197410395949
3292,2015101,小学2015级1班,1,137,28,14.9,100,正常,1848,72.0,及格,10.2,66.0,及格,6.2,74.0,及格,76.0,64.0,及格,,76.4,0,76.4,及格,男,14.918216207576322
3293,2015101,小学2015级1班,1,143,40,19.6,100,正常,1434,62.0,及格,8.9,78.0,及格,13.2,85.0,良好,95.0,70.0,及格,,82.4,0,82.4,良好,男,19.560858721697887
3294,2015101,小学2015级1班,2,148,38,17.3,100,正常,2421,100.0,优秀,10.8,62.0,及格,18.9,95.0,优秀,62.0,60.0,及格,,74.9,0,74.9,及格,女,17.348429510591675
3295,2015101,小学2015级1班,2,150,48,21.3,80,超重,1515,70.0,及格,9.8,72.0,及格,16.9,85.0,良好,93.0,70.0,及格,,75.4,0,75.4,及格,女,21.333333333333332
3296,2015101,小学2015级1班,1,133,28,15.8,100,正常,1345,60.0,及格,9.9,68.0,及格,6.0,74.0,及格,56.0,60.0,及格,,72.6,0,72.6,及格,男,15.829046299960426
3297,2015101,小学2015级1班,1,136,28,15.1,100,正常,1212,40.0,不及格,9.9,68.0,及格,6.4,74.0,及格,78.0,66.0,及格,,73.8,0,73.8,及格,男,15.138408304498267
3298,2015101,小学2015级1班,1,141,52,26.2,60,肥胖,1322,60.0,及格,10.2,66.0,及格,9.2,78.0,及格,82.0,66.0,及格,,68.4,0,68.4,及格,男,26.155625974548567
3299,2015101,小学2015级1班,1,128,23,14.0,80,低体重,1520,64.0,及格,8.8,80.0,良好,13.8,90.0,优秀,124.0,78.0,及格,,81.9,0,81.9,良好,男,14.0380859375
3300,2015101,小学2015级1班,2,133,25,14.1,100,正常,1556,72.0,及格,9.6,74.0,及格,16.3,85.0,良好,68.0,62.0,及格,,85.3,0,85.3,良好,女,14.133077053536095
3301,2015101,小学2015级1班,2,136,28,15.1,100,正常,1541,72.0,及格,9.3,78.0,及格,14.0,80.0,良好,89.0,68.0,及格,,85.7,0,85.7,良好,女,15.138408304498267
3302,2015101,小学2015级1班,2,131,27,15.7,100,正常,1331,66.0,及格,9.7,74.0,及格,14.1,80.0,良好,93.0,70.0,及格,,80.7,0,80.7,良好,女,15.73334887244333
3303,2015101,小学2015级1班,2,133,29,16.4,100,正常,1789,78.0,及格,10.8,62.0,及格,15.3,85.0,良好,92.0,68.0,及格,,79.2,0,79.2,及格,女,16.39436938210187
3304,2015101,小学2015级1班,2,142,34,16.9,100,正常,1867,80.0,良好,10.4,66.0,及格,9.1,72.0,及格,61.0,60.0,及格,,78.0,0,78.0,及格,女,16.861733782979567
3305,2015101,小学2015级1班,1,139,38,19.7,100,正常,2161,78.0,及格,11.4,30.0,不及格,16.4,95.0,优秀,55.0,50.0,不及格,,75.2,0,75.2,及格,男,19.667719062160348
3306,2015102,小学2015级2班,1,138,32,16.8,100,正常,1574,66.0,及格,9.3,74.0,及格,12.7,85.0,良好,120.0,78.0,及格,,78.8,0,78.8,及格,男,16.803192606595257
3307,2015102,小学2015级2班,2,135,37,20.3,100,正常,1694,76.0,及格,10.3,68.0,及格,14.5,80.0,良好,56.0,50.0,不及格,,77.3,0,77.3,及格,女,20.301783264746224
3308,2015102,小学2015级2班,1,141,37,18.6,100,正常,1300,60.0,及格,9.3,74.0,及格,2.0,66.0,及格,88.0,68.0,及格,,70.2,0,70.2,及格,男,18.61073386650571
3309,2015102,小学2015级2班,1,139,30,15.5,100,正常,2072,76.0,及格,10.3,64.0,及格,6.0,74.0,及格,74.0,64.0,及格,,74.6,0,74.6,及格,男,15.527146628021326
3310,2015102,小学2015级2班,1,147,40,18.5,100,正常,2236,80.0,良好,10.9,50.0,不及格,-3.1,50.0,不及格,33.0,,不及格,,67.0,0,67.0,及格,男,18.510805682817345
3311,2015102,小学2015级2班,1,143,34,16.6,100,正常,1478,62.0,及格,8.2,100.0,优秀,13.0,85.0,良好,97.0,70.0,及格,,82.8,0,82.8,良好,男,16.626729913443203
3312,2015102,小学2015级2班,2,145,33,15.7,100,正常,1559,72.0,及格,9.8,72.0,及格,12.2,78.0,及格,110.0,74.0,及格,,76.6,0,76.6,及格,女,15.695600475624257
3313,2015102,小学2015级2班,1,131,24,14.0,80,低体重,1262,50.0,不及格,9.8,70.0,及格,10.0,80.0,良好,91.0,70.0,及格,,73.1,0,73.1,及格,男,13.985198997727403
3314,2015102,小学2015级2班,1,141,31,15.6,100,正常,3097,100.0,优秀,10.3,64.0,及格,6.0,74.0,及格,74.0,64.0,及格,,78.4,0,78.4,及格,男,15.59277702328857
3315,2015102,小学2015级2班,1,145,34,16.2,100,正常,1657,66.0,及格,10.1,66.0,及格,11.3,80.0,良好,57.0,60.0,及格,,75.0,0,75.0,及格,男,16.171224732461354
3316,2015102,小学2015级2班,1,137,34,18.1,100,正常,1445,62.0,及格,8.5,95.0,优秀,17.0,100.0,优秀,115.0,76.0,及格,,85.0,0,85.0,良好,男,18.11497682348553
3317,2015102,小学2015级2班,2,152,41,17.7,100,正常,2083,90.0,优秀,10.0,70.0,及格,5.4,66.0,及格,69.0,62.0,及格,,81.3,0,81.3,良好,女,17.74584487534626
3318,2015102,小学2015级2班,2,155,54,22.5,80,超重,2079,90.0,优秀,10.6,64.0,及格,-6.0,,不及格,52.0,40.0,不及格,,64.5,0,64.5,及格,女,22.476586888657646
3319,2015102,小学2015级2班,1,143,35,17.1,100,正常,1847,72.0,及格,10.2,66.0,及格,1.0,66.0,及格,64.0,62.0,及格,,71.8,0,71.8,及格,男,17.115751381485648
3320,2015102,小学2015级2班,1,142,31,15.4,100,正常,2309,80.0,良好,8.7,85.0,良好,16.0,95.0,优秀,50.0,40.0,不及格,,75.5,0,75.5,及格,男,15.3739337433049
3321,2015102,小学2015级2班,1,145,37,17.6,100,正常,2105,76.0,及格,8.4,100.0,优秀,16.9,100.0,优秀,131.0,80.0,良好,,94.4,0,94.4,优秀,男,17.598097502972653
3322,2015102,小学2015级2班,2,142,31,15.4,100,正常,1632,74.0,及格,10.0,70.0,及格,12.0,78.0,及格,70.0,62.0,及格,,78.8,0,78.8,及格,女,15.3739337433049
3323,2015102,小学2015级2班,1,135,29,15.9,100,正常,1581,66.0,及格,9.3,74.0,及格,8.3,78.0,及格,88.0,68.0,及格,,79.5,0,79.5,及格,男,15.912208504801095
3324,2015102,小学2015级2班,1,148,36,16.4,100,正常,1715,68.0,及格,8.7,85.0,良好,7.2,76.0,及格,64.0,62.0,及格,,79.6,0,79.6,及格,男,16.43535427319211
3325,2015102,小学2015级2班,2,126,24,15.1,100,正常,1352,66.0,及格,10.7,64.0,及格,10.5,74.0,及格,104.0,72.0,及格,,74.3,0,74.3,及格,女,15.11715797430083
3326,2015102,小学2015级2班,1,145,34,16.2,100,正常,1430,62.0,及格,10.1,66.0,及格,-2.0,60.0,及格,82.0,66.0,及格,,74.1,0,74.1,及格,男,16.171224732461354
3327,2015102,小学2015级2班,2,148,32,14.6,100,正常,2103,90.0,优秀,9.0,80.0,良好,18.9,95.0,优秀,134.0,80.0,良好,,91.5,0,91.5,优秀,女,14.609203798392988
3328,2015102,小学2015级2班,1,140,37,18.9,100,正常,2556,85.0,良好,10.5,62.0,及格,8.7,78.0,及格,63.0,62.0,及格,,74.95,0,74.95,及格,男,18.877551020408166
3329,2015102,小学2015级2班,2,139,29,15.0,100,正常,2005,85.0,良好,10.6,64.0,及格,9.6,72.0,及格,42.0,,不及格,,71.85,0,71.85,及格,女,15.009575073753949
3330,2015102,小学2015级2班,1,141,50,25.1,60,肥胖,1831,70.0,及格,11.3,30.0,不及格,14.0,90.0,优秀,75.0,64.0,及格,,66.4,0,66.4,及格,男,25.149640360142854
3331,2015102,小学2015级2班,1,136,29,15.7,100,正常,1477,62.0,及格,10.1,66.0,及格,16.0,95.0,优秀,39.0,,不及格,,71.0,0,71.0,及格,男,15.679065743944633
3332,2015102,小学2015级2班,1,143,33,16.1,100,正常,1454,62.0,及格,9.1,76.0,及格,8.7,78.0,及格,129.0,80.0,良好,,81.7,0,81.7,良好,男,16.137708445400754
3333,2015102,小学2015级2班,2,141,31,15.6,100,正常,1380,68.0,及格,9.5,76.0,及格,8.1,70.0,及格,64.0,60.0,及格,,78.6,0,78.6,及格,女,15.59277702328857
3334,2015102,小学2015级2班,1,143,38,18.6,100,正常,1726,68.0,及格,10.2,66.0,及格,10.1,80.0,良好,95.0,70.0,及格,,75.2,0,75.2,及格,男,18.58281578561299
3335,2015102,小学2015级2班,2,142,31,15.4,100,正常,2051,90.0,优秀,11.0,60.0,及格,7.6,70.0,及格,83.0,66.0,及格,,78.7,0,78.7,及格,女,15.3739337433049
3336,2015102,小学2015级2班,2,140,30,15.3,100,正常,2037,85.0,良好,10.7,64.0,及格,13.0,80.0,良好,65.0,62.0,及格,,78.15,0,78.15,及格,女,15.306122448979593
3337,2015102,小学2015级2班,2,132,30,17.2,100,正常,1525,70.0,及格,10.4,66.0,及格,9.3,72.0,及格,68.0,62.0,及格,,79.6,0,79.6,及格,女,17.21763085399449
3338,2015102,小学2015级2班,2,145,34,16.2,100,正常,1764,76.0,及格,10.5,66.0,及格,16.5,85.0,良好,81.0,66.0,及格,,77.0,0,77.0,及格,女,16.171224732461354
3339,2015102,小学2015级2班,2,143,34,16.6,100,正常,1928,80.0,良好,10.3,68.0,及格,20.7,100.0,优秀,110.0,74.0,及格,,84.0,0,84.0,良好,女,16.626729913443203
3340,2015102,小学2015级2班,1,134,28,15.6,100,正常,1701,68.0,及格,9.4,74.0,及格,12.0,85.0,良好,70.0,64.0,及格,,79.9,0,79.9,及格,男,15.593673423925148
3341,2015102,小学2015级2班,1,141,31,15.6,100,正常,2045,76.0,及格,11.1,40.0,不及格,11.0,80.0,良好,53.0,50.0,不及格,,72.2,0,72.2,及格,男,15.59277702328857
3342,2015103,小学2015级3班,1,146,35,16.4,100,正常,2072,76.0,及格,10.0,68.0,及格,7.2,76.0,及格,74.0,64.0,及格,,77.9,0,77.9,及格,男,16.419590917620567
3343,2015103,小学2015级3班,1,143,33,16.1,100,正常,2236,80.0,良好,9.5,72.0,及格,9.0,78.0,及格,82.0,66.0,及格,,84.3,0,84.3,良好,男,16.137708445400754
3344,2015103,小学2015级3班,1,143,31,15.2,100,正常,2356,80.0,良好,8.3,100.0,优秀,7.0,76.0,及格,89.0,68.0,及格,,88.4,0,88.4,良好,男,15.159665509315861
3345,2015103,小学2015级3班,2,151,44,19.3,100,正常,1630,74.0,及格,9.2,78.0,及格,12.5,78.0,及格,83.0,66.0,及格,,77.3,0,77.3,及格,女,19.297399236875574
3346,2015103,小学2015级3班,2,147,38,17.6,100,正常,2014,85.0,良好,10.1,70.0,及格,13.0,80.0,良好,85.0,66.0,及格,,81.15,0,81.15,良好,女,17.58526539867648
3347,2015103,小学2015级3班,1,139,42,21.7,80,超重,1543,64.0,及格,10.5,62.0,及格,9.0,78.0,及格,82.0,66.0,及格,,72.4,0,72.4,及格,男,21.738005279229856
3348,2015103,小学2015级3班,1,141,29,14.6,100,正常,2053,76.0,及格,8.1,100.0,优秀,17.0,100.0,优秀,123.0,78.0,及格,,91.4,0,91.4,优秀,男,14.586791408882855
3349,2015103,小学2015级3班,1,141,31,15.6,100,正常,2089,76.0,及格,10.0,68.0,及格,7.0,76.0,及格,74.0,64.0,及格,,75.8,0,75.8,及格,男,15.59277702328857
3350,2015103,小学2015级3班,2,144,28,13.5,80,低体重,1202,62.0,及格,9.4,76.0,及格,12.3,78.0,及格,76.0,64.0,及格,,77.1,0,77.1,及格,女,13.503086419753087
3351,2015103,小学2015级3班,2,145,20,9.5,80,低体重,1472,70.0,及格,11.0,60.0,及格,14.9,80.0,良好,104.0,72.0,及格,,73.5,0,73.5,及格,女,9.512485136741974
3352,2015103,小学2015级3班,2,159,85,33.6,60,肥胖,2127,90.0,优秀,9.9,72.0,及格,15.0,80.0,良好,40.0,,不及格,,66.3,0,66.3,及格,女,33.62208773387128
3353,2015103,小学2015级3班,2,141,38,19.1,100,正常,1757,76.0,及格,10.4,66.0,及格,8.0,70.0,及格,94.0,70.0,及格,,75.0,0,75.0,及格,女,19.11372667370857
3354,2015103,小学2015级3班,2,145,44,20.9,80,超重,1262,64.0,及格,10.8,62.0,及格,11.2,76.0,及格,62.0,60.0,及格,,74.4,0,74.4,及格,女,20.92746730083234
3355,2015103,小学2015级3班,1,141,41,20.6,100,正常,2078,76.0,及格,10.0,68.0,及格,7.0,76.0,及格,74.0,64.0,及格,,75.8,0,75.8,及格,男,20.62270509531714
3356,2015103,小学2015级3班,2,132,29,16.6,100,正常,1654,74.0,及格,9.3,78.0,及格,10.6,74.0,及格,79.0,66.0,及格,,78.3,0,78.3,及格,女,16.643709825528006
3357,2015103,小学2015级3班,1,142,31,15.4,100,正常,2301,80.0,良好,9.8,70.0,及格,7.3,76.0,及格,90.0,68.0,及格,,77.0,0,77.0,及格,男,15.3739337433049
3358,2015103,小学2015级3班,1,140,29,14.8,100,正常,1762,70.0,及格,10.4,64.0,及格,8.0,76.0,及格,90.0,68.0,及格,,72.1,0,72.1,及格,男,14.79591836734694
3359,2015103,小学2015级3班,2,131,28,16.3,100,正常,1780,78.0,及格,10.8,62.0,及格,15.3,85.0,良好,92.0,68.0,及格,,76.6,0,76.6,及格,女,16.31606549734864
3360,2015103,小学2015级3班,2,139,27,14.0,100,正常,1867,80.0,良好,10.4,66.0,及格,9.1,72.0,及格,61.0,60.0,及格,,77.0,0,77.0,及格,女,13.974431965219194
3361,2015103,小学2015级3班,1,141,34,17.1,100,正常,2100,76.0,及格,10.3,64.0,及格,6.2,74.0,及格,74.0,64.0,及格,,77.4,0,77.4,及格,男,17.10175544489714
3362,2015103,小学2015级3班,2,147,34,15.7,100,正常,1766,76.0,及格,10.6,64.0,及格,21.0,100.0,优秀,51.0,30.0,不及格,,72.0,0,72.0,及格,女,15.734184830394744
3363,2015103,小学2015级3班,2,140,29,14.8,100,正常,1574,72.0,及格,9.7,74.0,及格,19.2,95.0,优秀,78.0,64.0,及格,,74.5,0,74.5,及格,女,14.79591836734694
3364,2015103,小学2015级3班,1,132,28,16.1,100,正常,1017,20.0,不及格,11.5,20.0,不及格,15.2,95.0,优秀,75.0,64.0,及格,,61.3,0,61.3,及格,男,16.069788797061523
3365,2015103,小学2015级3班,1,144,43,20.7,100,正常,2256,80.0,良好,11.0,50.0,不及格,12.2,85.0,良好,46.0,20.0,不及格,,76.5,0,76.5,及格,男,20.736882716049383
3366,2015103,小学2015级3班,1,144,35,16.9,100,正常,1465,62.0,及格,10.8,60.0,及格,14.2,90.0,优秀,55.0,50.0,不及格,,73.5,0,73.5,及格,男,16.878858024691358
3367,2015103,小学2015级3班,1,135,35,19.2,100,正常,1897,72.0,及格,9.8,70.0,及格,2.2,68.0,及格,60.0,60.0,及格,,77.4,0,77.4,及格,男,19.204389574759944
3368,2015103,小学2015级3班,2,133,27,15.3,100,正常,1108,60.0,及格,11.3,50.0,不及格,10.0,74.0,及格,70.0,62.0,及格,,72.8,0,72.8,及格,女,15.263723217818983
3369,2015103,小学2015级3班,2,158,50,20.0,100,正常,2543,100.0,优秀,10.1,70.0,及格,24.7,100.0,优秀,90.0,68.0,及格,,90.8,0,90.8,优秀,女,20.028841531805796
3370,2015103,小学2015级3班,2,143,40,19.6,100,正常,1748,76.0,及格,9.2,78.0,及格,6.5,68.0,及格,142.0,85.0,良好,,86.3,0,86.3,良好,女,19.560858721697887
3371,2015103,小学2015级3班,2,139,41,21.2,80,超重,1423,68.0,及格,11.1,60.0,及格,13.0,80.0,良好,44.0,10.0,不及格,,72.2,0,72.2,及格,女,21.22043372496248
3372,2014101,小学2014级1班,1,138,26,13.7,80,低体重,1930,68.0,及格,9.9,66.0,及格,11.0,80.0,良好,61.0,40.0,不及格,,71.8,0,71.8,及格,男,13.652593992858646
3373,2014101,小学2014级1班,1,139,31,16.0,100,正常,1748,64.0,及格,10.8,50.0,不及格,7.1,76.0,及格,89.0,66.0,及格,,74.8,0,74.8,及格,男,16.044718182288705
3374,2014101,小学2014级1班,1,148,32,14.6,80,低体重,1619,62.0,及格,8.3,95.0,优秀,15.0,90.0,优秀,123.0,76.0,及格,,84.1,0,84.1,良好,男,14.609203798392988
3375,2014101,小学2014级1班,1,147,40,18.5,100,正常,2208,74.0,及格,9.2,74.0,及格,,66.0,及格,80.0,64.0,及格,,81.3,0,81.3,良好,男,18.510805682817345
